Dice Held,Dice On Table,Rolls Left,Action,Action Value,Q-Value
"(4, 4, 4, 4)","(6,)",1,Action.ROLL,,1.0
"(4, 4, 4, 4)","(6,)",1,Action.SCORE,Category.THREE_OF_A_KIND,29.80199002
"(4, 4, 4, 4)","(2,)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
"(4, 4, 4, 4)","(2,)",0,Action.ROLL,,0.0
"(1, 4)","(2, 4, 4)",1,Action.SCORE,Category.SMALL_STRAIGHT,0
"(1, 4)","(2, 4, 4)",1,Action.ROLL,,1.0
"(1, 4)","(1, 4, 6)",0,Action.SCORE,Category.THREES,0.0
"(1, 4)","(1, 4, 6)",0,Action.ROLL,,0.0
"(6,)","(1, 3, 3, 6)",1,Action.SCORE,Category.FOURS,0
"(6,)","(1, 3, 3, 6)",1,Action.ROLL,,4.8519850599000005
"(6,)","(1, 3, 3, 6)",1,Action.SCORE,Category.CHANCE,3.7810000000000006
"(6,)","(2, 4, 4, 6)",0,Action.SCORE,Category.ONES,0.0
"(6,)","(2, 4, 4, 6)",0,Action.ROLL,,0.0
"(1, 1)","(1, 1, 2)",1,Action.ROLL,,1.9900000000000002
"(1, 1)","(1, 1, 2)",1,Action.SCORE,Category.SIXES,0
"(1, 1)","(1, 1, 2)",1,Action.SCORE,Category.THREE_OF_A_KIND,1.78206
"(5,)","(2, 5, 5, 5)",1,Action.SCORE,Category.FIVES,32.2282373767418
"(5,)","(2, 5, 5, 5)",1,Action.ROLL,,2.950399
"(2, 4)","(2, 3, 5)",1,Action.ROLL,,3.940399
"(2, 4)","(2, 3, 5)",1,Action.SCORE,Category.FOURS,4.7164
"(2, 4)","(2, 3, 6)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
"(2, 4)","(2, 3, 6)",0,Action.ROLL,,0.0
"(4, 4, 4)","(1, 4)",1,Action.ROLL,,7.582557326644715
"(4, 4, 4)","(1, 4)",1,Action.SCORE,Category.ONES,1
"(4, 4, 4)","(1, 4)",1,Action.SCORE,Category.THREE_OF_A_KIND,16.25504724850324
"(3,)","(3, 3, 4, 5)",0,Action.SCORE,Category.FOURS,17.999779376816846
"(3,)","(3, 3, 4, 5)",0,Action.ROLL,,0.0
"(1,)","(2, 3, 4, 5)",1,Action.SCORE,Category.SMALL_STRAIGHT,63.06932379027865
"(1,)","(2, 3, 4, 5)",1,Action.ROLL,,5.813944497307991
"(1,)","(4, 5, 5, 6)",0,Action.SCORE,Category.ONES,7.563211664392051
"(1,)","(4, 5, 5, 6)",0,Action.ROLL,,0.0
"(1, 1, 1)","(1, 4)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
"(1, 1, 1)","(1, 4)",0,Action.ROLL,,0.0
"(1, 1, 4, 4)","(3,)",1,Action.SCORE,Category.TWOS,0
"(1, 1, 4, 4)","(3,)",1,Action.ROLL,,7.640212349718551
"(1, 1, 4, 4)","(3,)",1,Action.SCORE,Category.CHANCE,17.06304434003282
"(3, 6)","(3, 6, 6)",1,Action.ROLL,,2.9701000000000004
"(3, 6)","(3, 6, 6)",1,Action.SCORE,Category.THREE_OF_A_KIND,32.51126184
"(3, 6)","(1, 5, 6)",0,Action.SCORE,Category.FOURS,0.0
"(3, 6)","(1, 5, 6)",0,Action.ROLL,,0.0
"(5, 5, 5, 5)","(6,)",1,Action.ROLL,,3.940399
"(5, 5, 5, 5)","(6,)",1,Action.SCORE,Category.YAHTZEE,0
"(5, 5, 5, 5)","(6,)",1,Action.SCORE,Category.THREE_OF_A_KIND,5.1739999999999995
"(4, 5, 6)","(1, 4)",1,Action.ROLL,,1.0
"(4, 5, 6)","(1, 4)",1,Action.SCORE,Category.FULL_HOUSE,0
"(4, 5, 6)","(1, 4)",1,Action.SCORE,Category.CHANCE,2.0
"(4, 5, 6)","(3, 4)",0,Action.SCORE,Category.YAHTZEE,0.0
"(4, 5, 6)","(3, 4)",0,Action.ROLL,,0.0
"(5,)","(3, 3, 3, 5)",0,Action.SCORE,Category.SIXES,0.0
"(5,)","(3, 3, 3, 5)",0,Action.ROLL,,0.0
(),"(4, 5, 5, 5, 5)",1,Action.ROLL,,0.8514577710948756
(),"(4, 5, 5, 5, 5)",1,Action.SCORE,Category.CHANCE,149.90188993442433
"(3, 4, 4, 6)","(4,)",1,Action.SCORE,Category.SIXES,29.54911971557106
"(3, 4, 4, 6)","(4,)",1,Action.ROLL,,19.342242872023512
"(3, 4, 4, 6)","(3,)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(3, 4, 4, 6)","(3,)",0,Action.ROLL,,0.0
"(1, 2, 5, 5)","(6,)",1,Action.SCORE,Category.ONES,1.4410895509000001
"(1, 2, 5, 5)","(6,)",1,Action.ROLL,,18.614156246744553
"(1, 2, 5, 5)","(6,)",1,Action.SCORE,Category.CHANCE,43.691802297020494
"(1, 1, 2)","(3, 5)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(1, 1, 2)","(3, 5)",0,Action.ROLL,,0.0
"(2, 3, 6)","(4, 6)",1,Action.SCORE,Category.LARGE_STRAIGHT,0
"(2, 3, 6)","(4, 6)",1,Action.ROLL,,6.745430557207991
"(2, 3, 6)","(4, 6)",1,Action.SCORE,Category.CHANCE,2.1
"(2, 3, 6)","(1, 6)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(2, 3, 6)","(1, 6)",0,Action.ROLL,,0.0
"(4, 5)","(3, 5, 6)",1,Action.SCORE,Category.ONES,0.0
"(4, 5)","(3, 5, 6)",1,Action.ROLL,,4.8718850599
"(4, 5)","(3, 5, 6)",1,Action.SCORE,Category.SMALL_STRAIGHT,31.39852372238507
"(4, 5)","(1, 3, 4)",0,Action.SCORE,Category.FOURS,48.10054532291557
"(4, 5)","(1, 3, 4)",0,Action.ROLL,,0.0
"(2, 2, 6)","(4, 5)",1,Action.ROLL,,3.940399
"(2, 2, 6)","(4, 5)",1,Action.SCORE,Category.CHANCE,33.788550680297405
"(3, 6)","(1, 2, 3)",1,Action.SCORE,Category.FULL_HOUSE,0
"(3, 6)","(1, 2, 3)",1,Action.ROLL,,3.9015860599000005
"(3, 6)","(1, 2, 3)",1,Action.SCORE,Category.CHANCE,1.5
"(2, 5)","(3, 6, 6)",1,Action.SCORE,Category.FIVES,8.476488750743597
"(2, 5)","(3, 6, 6)",1,Action.ROLL,,2.91099501
"(2,)","(2, 5, 5, 6)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(2,)","(2, 5, 5, 6)",0,Action.ROLL,,0.0
"(3, 6, 6, 6)","(6,)",1,Action.SCORE,Category.ONES,0
"(3, 6, 6, 6)","(6,)",1,Action.ROLL,,7.697285201735911
"(3, 6, 6, 6)","(6,)",1,Action.SCORE,Category.THREE_OF_A_KIND,35.438630552375855
"(6, 6)","(2, 2, 6)",1,Action.SCORE,Category.CHANCE,29.80199002
"(6, 6)","(2, 2, 6)",1,Action.ROLL,,3.940399
"(6, 6)","(1, 3, 4)",0,Action.SCORE,Category.CHANCE,134.7730367851106
"(6, 6)","(1, 3, 4)",0,Action.ROLL,,0.0
"(4, 6, 6)","(1, 3)",0,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
"(4, 6, 6)","(1, 3)",0,Action.ROLL,,0.0
"(1, 1, 1)","(4, 6)",1,Action.ROLL,,4.842475159401
"(1, 1, 1)","(4, 6)",1,Action.SCORE,Category.FULL_HOUSE,0
"(1, 1, 1)","(4, 6)",1,Action.SCORE,Category.THREE_OF_A_KIND,1.3
"(1, 1, 1)","(1, 2)",0,Action.SCORE,Category.SIXES,0.0
"(1, 1, 1)","(1, 2)",0,Action.ROLL,,0.0
"(2, 2, 2, 4)","(1,)",2,Action.ROLL,,0
"(2, 2, 2, 4)","(1,)",2,Action.SCORE,Category.CHANCE,11
"(2, 2, 2, 4)","(1,)",2,Action.HOLD,"(1,)",0
"(2, 2, 2, 4)","(1,)",2,Action.RELEASE,"(2, 2)",0
"(2, 2, 2, 4)","(1,)",2,Action.HOLD,"(4,)",118.66179665485163
"(2, 2, 2, 4)","(1,)",2,Action.HOLD,"(2, 2, 2)",30.05982728752
"(2, 2, 2, 4)","(1,)",2,Action.SCORE,Category.THREE_OF_A_KIND,-6.1141186883709
"(4,)","(1, 2, 2, 2)",2,Action.SCORE,Category.YAHTZEE,-2.0
"(4,)","(1, 2, 2, 2)",2,Action.ROLL,,0
"(4,)","(1, 2, 2, 2)",2,Action.RELEASE,"(4,)",-26.492196011067687
"(4,)","(1, 2, 2, 2)",2,Action.HOLD,"(2, 2, 2)",0
"(4,)","(1, 2, 2, 2)",2,Action.SCORE,Category.THREE_OF_A_KIND,-1.791
"(4, 6, 6, 6)","(2,)",1,Action.ROLL,,8.535279564128357
"(4, 6, 6, 6)","(2,)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(4, 6, 6, 6)","(2,)",1,Action.SCORE,Category.THREE_OF_A_KIND,29.394954480247687
"(4, 6, 6, 6)","(4,)",0,Action.SCORE,Category.FOURS,48.41953986968642
"(4, 6, 6, 6)","(4,)",0,Action.ROLL,,0.0
"(1, 4, 6)","(4, 4)",2,Action.SCORE,Category.FIVES,0
"(1, 4, 6)","(4, 4)",2,Action.HOLD,"(4,)",6.910598500000001
"(1, 4, 6)","(4, 4)",2,Action.RELEASE,"(1,)",0
"(1, 4, 6)","(4, 4)",2,Action.ROLL,,0
"(1, 4, 6)","(4, 4)",2,Action.HOLD,"(4, 6)",16.26582561652952
"(1, 4, 6)","(4, 4)",2,Action.SCORE,Category.THREE_OF_A_KIND,2.34569650401
"(3, 5)","(2, 4, 5)",1,Action.ROLL,,2.9701000000000004
"(3, 5)","(2, 4, 5)",1,Action.SCORE,Category.THREES,4.580035966173
"(3, 5)","(1, 2, 2)",0,Action.SCORE,Category.THREES,12.649486743712602
"(3, 5)","(1, 2, 2)",0,Action.ROLL,,0.0
"(5,)","(2, 3, 3, 5)",0,Action.SCORE,Category.THREE_OF_A_KIND,0.0
"(5,)","(2, 3, 3, 5)",0,Action.ROLL,,0.0
"(2, 2, 2, 2, 5)",(),2,Action.SCORE,Category.SIXES,0
"(2, 2, 2, 2, 5)",(),2,Action.SCORE,Category.THREE_OF_A_KIND,24.60640762455177
"(2, 5)","(1, 6, 6)",1,Action.ROLL,,5.79444050730799
"(2, 5)","(1, 6, 6)",1,Action.SCORE,Category.FOURS,0
"(2, 5)","(1, 6, 6)",1,Action.SCORE,Category.CHANCE,22.723025656774144
"(5,)","(1, 2, 4, 6)",0,Action.SCORE,Category.FOURS,34.612909398269835
"(5,)","(1, 2, 4, 6)",0,Action.ROLL,,0.0
"(1, 1, 1)","(1, 3)",1,Action.ROLL,,6.793465209301001
"(1, 1, 1)","(1, 3)",1,Action.SCORE,Category.FOUR_OF_A_KIND,13.593689981700866
"(1, 1, 1)","(4, 6)",0,Action.SCORE,Category.YAHTZEE,0.0
"(1, 1, 1)","(4, 6)",0,Action.ROLL,,0.0
"(1, 4, 4, 5)","(2,)",0,Action.SCORE,Category.THREES,0.0
"(1, 4, 4, 5)","(2,)",0,Action.ROLL,,0.0
"(1,)","(5, 6, 6, 6)",2,Action.HOLD,"(6, 6)",0
"(1,)","(5, 6, 6, 6)",2,Action.RELEASE,"(1,)",-35.29910980336529
"(1,)","(5, 6, 6, 6)",2,Action.ROLL,,0
"(1,)","(5, 6, 6, 6)",2,Action.SCORE,Category.THREE_OF_A_KIND,28.680611251842933
"(4, 4, 5)","(1, 2)",1,Action.SCORE,Category.CHANCE,24.426858486256002
"(4, 4, 5)","(1, 2)",1,Action.ROLL,,5.8519850599000005
"(1, 2, 3, 3)","(1,)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(1, 2, 3, 3)","(1,)",0,Action.ROLL,,0.0
"(6,)","(3, 3, 4, 5)",1,Action.SCORE,Category.FOURS,4.36
"(6,)","(3, 3, 4, 5)",1,Action.ROLL,,2.9701000000000004
"(6,)","(1, 3, 5, 5)",0,Action.SCORE,Category.TWOS,0.0
"(6,)","(1, 3, 5, 5)",0,Action.ROLL,,0.0
"(2, 6)","(2, 5, 6)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(2, 6)","(2, 5, 6)",1,Action.ROLL,,7.601493499119552
"(3,)","(2, 4, 4, 5)",0,Action.SCORE,Category.TWOS,4.518949616456807
"(3,)","(2, 4, 4, 5)",0,Action.ROLL,,0.0
"(6,)","(1, 1, 2, 3)",1,Action.ROLL,,1.9503990000000002
"(6,)","(1, 1, 2, 3)",1,Action.SCORE,Category.FULL_HOUSE,0
"(6,)","(1, 1, 2, 3)",1,Action.SCORE,Category.CHANCE,12.430330248855418
"(6,)","(2, 4, 5, 5)",0,Action.SCORE,Category.TWOS,9.218791883609097
"(6,)","(2, 4, 5, 5)",0,Action.ROLL,,0.0
"(5,)","(2, 2, 3, 6)",0,Action.SCORE,Category.THREES,21.997562140221383
"(5,)","(2, 2, 3, 6)",0,Action.ROLL,,0.0
"(1, 5, 6, 6)","(1,)",0,Action.SCORE,Category.SMALL_STRAIGHT,0.0
"(1, 5, 6, 6)","(1,)",0,Action.ROLL,,0.0
(),"(1, 1, 1, 1, 1)",2,Action.SCORE,Category.YAHTZEE,116.59524612255953
(),"(1, 1, 1, 1, 1)",2,Action.HOLD,"(1, 1, 1)",0
(),"(1, 1, 1, 1, 1)",2,Action.ROLL,,-14.854222890512437
"(1, 5)","(2, 5, 6)",1,Action.SCORE,Category.ONES,1
"(1, 5)","(2, 5, 6)",1,Action.ROLL,,1.9503990000000002
"(1, 5)","(2, 5, 6)",1,Action.SCORE,Category.CHANCE,1.9000000000000001
"(1, 5)","(1, 2, 2)",0,Action.SCORE,Category.TWOS,17.097322501700635
"(1, 5)","(1, 2, 2)",0,Action.ROLL,,0.0
"(2,)","(1, 3, 5, 6)",0,Action.SCORE,Category.CHANCE,163.9851598336394
"(2,)","(1, 3, 5, 6)",0,Action.ROLL,,0.0
"(2, 6)","(2, 4, 4)",1,Action.ROLL,,1.9801
"(2, 6)","(2, 4, 4)",1,Action.SCORE,Category.ONES,0
"(2, 6)","(2, 4, 4)",1,Action.SCORE,Category.CHANCE,5.34618
"(1, 1, 2, 2)","(1,)",1,Action.ROLL,,4.8816860599
"(1, 1, 2, 2)","(1,)",1,Action.SCORE,Category.TWOS,7.442245299683039
"(1, 1, 2, 2)","(1,)",0,Action.SCORE,Category.FIVES,0.0
"(1, 1, 2, 2)","(1,)",0,Action.ROLL,,0.0
"(3,)","(1, 4, 4, 6)",1,Action.ROLL,,1.0
"(3,)","(1, 4, 4, 6)",1,Action.SCORE,Category.THREES,3
"(3,)","(1, 4, 5, 5)",0,Action.SCORE,Category.FIVES,48.21807250207643
"(3,)","(1, 4, 5, 5)",0,Action.ROLL,,0.0
"(5,)","(1, 1, 2, 3)",0,Action.SCORE,Category.SIXES,0.0
"(5,)","(1, 1, 2, 3)",0,Action.ROLL,,0.0
"(1, 2, 4)","(2, 3)",0,Action.SCORE,Category.FIVES,0.0
"(1, 2, 4)","(2, 3)",0,Action.ROLL,,0.0
"(2, 2)","(4, 4, 6)",0,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
"(2, 2)","(4, 4, 6)",0,Action.ROLL,,0.0
"(1,)","(4, 4, 4, 5)",2,Action.SCORE,Category.FOUR_OF_A_KIND,-2.0
"(1,)","(4, 4, 4, 5)",2,Action.HOLD,"(5,)",0
"(1,)","(4, 4, 4, 5)",2,Action.ROLL,,0
"(1,)","(4, 4, 4, 5)",2,Action.RELEASE,"(1,)",-22.002116899891888
"(1,)","(4, 4, 4, 5)",2,Action.SCORE,Category.THREE_OF_A_KIND,-0.2
"(1, 5)","(4, 4, 4)",2,Action.RELEASE,"(5,)",0
"(1, 5)","(4, 4, 4)",2,Action.HOLD,"(4,)",0
"(1, 5)","(4, 4, 4)",2,Action.ROLL,,0
"(1, 5)","(4, 4, 4)",2,Action.SCORE,Category.CHANCE,21.632932863958903
"(1, 5)","(4, 4, 4)",2,Action.HOLD,"(5,)",10.41966376232979
"(1, 5)","(1, 3, 5)",1,Action.SCORE,Category.THREES,3.801927
"(1, 5)","(1, 3, 5)",1,Action.ROLL,,1.9801
"(1, 5)","(1, 2, 3)",0,Action.SCORE,Category.LARGE_STRAIGHT,0.0
"(1, 5)","(1, 2, 3)",0,Action.ROLL,,0.0
"(2, 4, 5)","(3, 6)",1,Action.ROLL,,6.679322299818552
"(2, 4, 5)","(3, 6)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(2, 4, 5)","(3, 6)",1,Action.SCORE,Category.LARGE_STRAIGHT,62.822722646429256
"(2, 4, 5)","(2, 3)",0,Action.SCORE,Category.TWOS,28.436761315667496
"(2, 4, 5)","(2, 3)",0,Action.ROLL,,0.0
"(2,)","(1, 1, 2, 3)",0,Action.SCORE,Category.ONES,17.564005911673423
"(2,)","(1, 1, 2, 3)",0,Action.ROLL,,0.0
"(1, 3)","(3, 4, 6)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(1, 3)","(3, 4, 6)",1,Action.ROLL,,1.9900000000000002
"(1, 3)","(3, 4, 6)",1,Action.SCORE,Category.CHANCE,3.3830000000000005
"(3, 3, 5)","(2, 5)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(3, 3, 5)","(2, 5)",0,Action.ROLL,,0.0
"(2, 4, 6)","(3, 4)",0,Action.SCORE,Category.CHANCE,122.84641415081535
"(2, 4, 6)","(3, 4)",0,Action.ROLL,,0.0
"(1, 3, 5, 6)","(2,)",1,Action.SCORE,Category.LARGE_STRAIGHT,0
"(1, 3, 5, 6)","(2,)",1,Action.ROLL,,1.9701000000000002
"(1, 3, 5, 6)","(2,)",1,Action.SCORE,Category.CHANCE,1.7000000000000002
"(1, 3, 5, 6)","(6,)",0,Action.SCORE,Category.THREES,20.215955517766577
"(1, 3, 5, 6)","(6,)",0,Action.ROLL,,0.0
"(6, 6)","(2, 3, 5)",1,Action.ROLL,,6.75523155720799
"(6, 6)","(2, 3, 5)",1,Action.SCORE,Category.FULL_HOUSE,0
"(6, 6)","(2, 3, 5)",1,Action.SCORE,Category.CHANCE,32.679290359127364
"(6, 6)","(2, 3, 6)",0,Action.SCORE,Category.YAHTZEE,0.0
"(6, 6)","(2, 3, 6)",0,Action.ROLL,,0.0
"(1, 5)","(1, 1, 3)",1,Action.SCORE,Category.SMALL_STRAIGHT,0
"(1, 5)","(1, 1, 3)",1,Action.ROLL,,1.9900000000000002
"(1, 5)","(1, 1, 3)",1,Action.SCORE,Category.THREE_OF_A_KIND,6.437183565890001
"(1, 5)","(1, 4, 4)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(1, 5)","(1, 4, 4)",0,Action.ROLL,,0.0
"(1, 1, 2)","(1, 3)",1,Action.ROLL,,2.9701000000000004
"(1, 1, 2)","(1, 3)",1,Action.SCORE,Category.THREE_OF_A_KIND,9.4328
"(2, 2, 2, 5)","(1,)",1,Action.SCORE,Category.CHANCE,38.49031698200767
"(2, 2, 2, 5)","(1,)",1,Action.ROLL,,12.900367177857508
"(2, 2, 2, 5)","(3,)",0,Action.SCORE,Category.ONES,0.0
"(2, 2, 2, 5)","(3,)",0,Action.ROLL,,0.0
"(2, 4, 4, 6)","(1,)",1,Action.ROLL,,7.651319418924121
"(2, 4, 4, 6)","(1,)",1,Action.SCORE,Category.LARGE_STRAIGHT,0
"(2, 4, 4, 6)","(1,)",1,Action.SCORE,Category.CHANCE,19.314571808258027
"(3, 3, 6, 6)","(2,)",0,Action.SCORE,Category.FOURS,0.0
"(3, 3, 6, 6)","(2,)",0,Action.ROLL,,0.0
"(2, 2, 4, 6)","(3,)",0,Action.SCORE,Category.TWOS,31.273000742395105
"(2, 2, 4, 6)","(3,)",0,Action.ROLL,,0.0
"(1,)","(2, 2, 3, 4)",1,Action.SCORE,Category.SMALL_STRAIGHT,45.800359661730006
"(1,)","(2, 2, 3, 4)",1,Action.ROLL,,2.93069601
"(1,)","(3, 4, 5, 6)",0,Action.SCORE,Category.THREE_OF_A_KIND,0.0
"(1,)","(3, 4, 5, 6)",0,Action.ROLL,,0.0
"(1, 1, 2, 2)","(3,)",1,Action.ROLL,,5.79444050730799
"(1, 1, 2, 2)","(3,)",1,Action.SCORE,Category.THREES,3.801927
"(1, 1, 2, 2)","(3,)",1,Action.SCORE,Category.CHANCE,1.791
"(4,)","(2, 4, 4, 6)",0,Action.SCORE,Category.ONES,0.0
"(4,)","(2, 4, 4, 6)",0,Action.ROLL,,0.0
"(6, 6, 6)","(1, 5)",1,Action.SCORE,Category.TWOS,0.0
"(6, 6, 6)","(1, 5)",1,Action.ROLL,,5.77493454720799
"(6, 6, 6)","(5, 5)",0,Action.SCORE,Category.TWOS,0.0
"(6, 6, 6)","(5, 5)",0,Action.ROLL,,0.0
"(1,)","(1, 2, 2, 3)",1,Action.ROLL,,1.9900000000000002
"(1,)","(1, 2, 2, 3)",1,Action.SCORE,Category.YAHTZEE,0
"(1,)","(1, 2, 2, 3)",1,Action.SCORE,Category.CHANCE,4.410895509
"(1,)","(3, 3, 4, 6)",0,Action.SCORE,Category.THREES,50.97476750919629
"(1,)","(3, 3, 4, 6)",0,Action.ROLL,,0.0
"(2,)","(3, 3, 3, 4)",1,Action.SCORE,Category.YAHTZEE,0
"(2,)","(3, 3, 3, 4)",1,Action.ROLL,,1.9900000000000002
"(6,)","(1, 2, 4, 6)",1,Action.ROLL,,10.118782054146704
"(6,)","(1, 2, 4, 6)",1,Action.SCORE,Category.CHANCE,56.99254754274591
"(6,)","(4, 4, 4, 6)",0,Action.SCORE,Category.CHANCE,84.97020495877258
"(6,)","(4, 4, 4, 6)",0,Action.ROLL,,0.0
"(6,)","(2, 2, 2, 2)",2,Action.SCORE,Category.LARGE_STRAIGHT,0
"(6,)","(2, 2, 2, 2)",2,Action.ROLL,,0
"(6,)","(2, 2, 2, 2)",2,Action.HOLD,"(2, 2, 2)",0
"(6,)","(2, 2, 2, 2)",2,Action.RELEASE,"(6,)",-2.5
"(6,)","(2, 2, 2, 2)",2,Action.HOLD,"(6,)",66.06228681365153
"(6,)","(2, 2, 2, 2)",2,Action.SCORE,Category.THREE_OF_A_KIND,-4.0760791255806
"(2, 6)","(2, 2, 2)",2,Action.ROLL,,0
"(2, 6)","(2, 2, 2)",2,Action.RELEASE,"(6,)",0
"(2, 6)","(2, 2, 2)",2,Action.HOLD,"(2,)",1.9900000000000002
"(2, 6)","(2, 2, 2)",2,Action.SCORE,Category.TWOS,8
"(2, 6)","(5, 6, 6)",1,Action.ROLL,,5.8519850599000005
"(2, 6)","(5, 6, 6)",1,Action.SCORE,Category.ONES,0
"(2, 6)","(5, 6, 6)",1,Action.SCORE,Category.THREE_OF_A_KIND,26.165436435320892
"(5, 5)","(5, 6, 6)",1,Action.ROLL,,6.76493454720799
"(5, 5)","(5, 6, 6)",1,Action.SCORE,Category.ONES,0
"(2, 2)","(3, 4, 5)",1,Action.SCORE,Category.YAHTZEE,0
"(2, 2)","(3, 4, 5)",1,Action.ROLL,,7.6693222998185515
"(2, 2)","(3, 4, 5)",1,Action.SCORE,Category.SMALL_STRAIGHT,88.9656915001292
"(1, 4, 4)","(2, 6)",0,Action.SCORE,Category.FOUR_OF_A_KIND,0.0
"(1, 4, 4)","(2, 6)",0,Action.ROLL,,0.0
"(4,)","(2, 3, 4, 4)",1,Action.ROLL,,8.347220400609725
"(4,)","(2, 3, 4, 4)",1,Action.SCORE,Category.FOURS,29.87251376339054
"(4,)","(3, 4, 6, 6)",0,Action.SCORE,Category.CHANCE,169.26149664428033
"(4,)","(3, 4, 6, 6)",0,Action.ROLL,,0.0
"(3, 6)","(3, 3, 5)",1,Action.ROLL,,2.9701000000000004
"(3, 6)","(3, 3, 5)",1,Action.SCORE,Category.TWOS,0
"(3, 6)","(3, 3, 5)",1,Action.SCORE,Category.THREE_OF_A_KIND,2.0
"(6,)","(2, 3, 3, 3)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(6,)","(2, 3, 3, 3)",1,Action.ROLL,,1.9900000000000002
"(6,)","(1, 3, 3, 4)",0,Action.SCORE,Category.THREE_OF_A_KIND,0.0
"(6,)","(1, 3, 3, 4)",0,Action.ROLL,,0.0
"(1, 1, 4)","(1, 1)",1,Action.SCORE,Category.THREE_OF_A_KIND,12.213429243128001
"(1, 1, 4)","(1, 1)",1,Action.ROLL,,4.8816860599
"(4, 5, 6)","(4, 5)",1,Action.SCORE,Category.THREES,0
"(4, 5, 6)","(4, 5)",1,Action.ROLL,,2.9701000000000004
"(4, 5, 6)","(4, 5)",1,Action.SCORE,Category.CHANCE,16.3043165023224
"(4, 5, 6)","(1, 5)",0,Action.SCORE,Category.SIXES,18.417670126521614
"(4, 5, 6)","(1, 5)",0,Action.ROLL,,0.0
"(1, 3, 5)","(4, 5)",1,Action.ROLL,,1.0
"(1, 3, 5)","(4, 5)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(1,)","(2, 2, 6, 6)",1,Action.ROLL,,3.940399
"(1,)","(2, 2, 6, 6)",1,Action.SCORE,Category.THREES,0
"(1,)","(2, 2, 6, 6)",1,Action.SCORE,Category.CHANCE,1.7000000000000002
"(3, 4)","(1, 2, 4)",1,Action.SCORE,Category.SIXES,0
"(3, 4)","(1, 2, 4)",1,Action.ROLL,,9.561792499119552
"(3, 4)","(1, 2, 4)",1,Action.SCORE,Category.SMALL_STRAIGHT,34.08453848516122
"(3, 4)","(1, 5, 6)",0,Action.SCORE,Category.YAHTZEE,0.0
"(3, 4)","(1, 5, 6)",0,Action.ROLL,,0.0
"(2, 2, 5, 5)","(2,)",0,Action.SCORE,Category.FULL_HOUSE,207.9989627389667
"(2, 2, 5, 5)","(2,)",0,Action.ROLL,,0.0
"(1,)","(1, 3, 6, 6)",2,Action.HOLD,"(6,)",0
"(1,)","(1, 3, 6, 6)",2,Action.ROLL,,0
"(1,)","(1, 3, 6, 6)",2,Action.SCORE,Category.FIVES,0
"(1,)","(1, 3, 6, 6)",2,Action.RELEASE,"(1,)",-43.06080198544556
"(1,)","(1, 3, 6, 6)",2,Action.SCORE,Category.CHANCE,-0.9043499807634395
"(1,)","(1, 1, 5, 6)",1,Action.SCORE,Category.CHANCE,40.0046002608994
"(1,)","(1, 1, 5, 6)",1,Action.ROLL,,3.9021653479069904
"(3, 3, 6)","(1, 6)",0,Action.SCORE,Category.SIXES,81.25518385035565
"(3, 3, 6)","(1, 6)",0,Action.ROLL,,0.0
"(1,)","(2, 2, 4, 6)",0,Action.SCORE,Category.FOURS,12.555662283504263
"(1,)","(2, 2, 4, 6)",0,Action.ROLL,,0.0
"(5, 5)","(2, 4, 4)",1,Action.ROLL,,8.64827525163591
"(5, 5)","(2, 4, 4)",1,Action.SCORE,Category.SMALL_STRAIGHT,0
"(5, 5)","(2, 4, 4)",1,Action.SCORE,Category.CHANCE,20.932349148256712
"(3,)","(2, 2, 3, 6)",1,Action.ROLL,,3.940399
"(3,)","(2, 2, 3, 6)",1,Action.SCORE,Category.FOUR_OF_A_KIND,0
"(3,)","(2, 2, 3, 6)",1,Action.SCORE,Category.CHANCE,6.3046384
"(3,)","(2, 2, 3, 6)",0,Action.SCORE,Category.SIXES,25.989523915025444
"(3,)","(2, 2, 3, 6)",0,Action.ROLL,,0.0
"(2, 3)","(1, 2, 5)",1,Action.SCORE,Category.LARGE_STRAIGHT,0
"(2, 3)","(1, 2, 5)",1,Action.ROLL,,1.9701000000000002
"(2, 3)","(1, 2, 5)",1,Action.SCORE,Category.CHANCE,1.3
"(2, 3)","(3, 3, 4)",0,Action.SCORE,Category.FULL_HOUSE,0.0
"(2, 3)","(3, 3, 4)",0,Action.ROLL,,0.0
"(2, 4, 5)","(2, 2)",1,Action.ROLL,,0.99
